Chinese Name,English Name,Address,Latitude,Longitude,Main Products,Registered Capital (RMB),Opening Year
潍坊滨海石油化工有限公司,,潍坊市滨海经济开发区香江西一街001001号,,,,,2005
山东亿嘉农化有限公司,,寿光市开发区,,,,22792000,2001
寿光新天化工有限公司,,"寿光市侯镇项目区疏港路以西,乐化路以北",,,,30000000,2013
山东兄弟实业集团有限公司,,寿光市化龙镇,,,,32730000,2000
潍坊中汇化工有限公司,,潍坊滨海经济开发区昌海大街以北、海丰路以西,,,,20000000,2008
潍坊亿特化工有限公司,,昌乐县朱刘工业园,,,,3000000,2007
山东大地苏普化工有限公司,,寿光市侯镇项目区,,,,65400000,2012
潍坊天创化工股份有限公司,,寿光市侯镇项目区东信路中段,,,,20000000,2009
山东海利尔化工有限公司,,潍坊滨海经济开发区临港工业园,,,,51660000,2007
寿光市联盟石油化工有限公司,,寿光市侯镇项目区,,,,100000000,2001
山东凯龙化工科技发展有限公司,,潍坊滨海经济开发区临港工业园北环路以南,,,,40200000,2008
山东润科化工股份有限公司,,潍坊滨海开发区临港化工园,,,,44000000,2006
潍坊世华化工有限公司,,潍坊滨海经济开发区先进制造业产业园香江西街003266号,,,,,2006
山东杰富意振兴化工有限公司,,潍坊市昌乐县朱刘街道办事处,,,,198300000,2005
潍坊科伦比恩化工有限公司,,潍坊滨海经济开发区禄海路中段,,,,,2003
山东万山化工有限公司,,昌乐县朱刘街道万山路中段,,,,120000000,2004
寿光市瑞海化工有限公司,,寿光市上口镇东方大街西段路北,,,,625000,2006
山东兄弟科技股份有限公司,,寿光市渤海工业园羊口镇以南,,,,123300000,2006
潍坊亚星集团有限公司,,奎文区鸢飞路899号,,,,138784548,1989
潍坊亿兴化工科技有限公司,,C昌邑市开发区山前街南,,,,30000000,2007
山东福瑞化工有限公司,,寿光市经济开发区东环路北段路东,,,,185000000,2002
诸城泰盛化工股份有限公司,,诸城市贾悦镇泰盛路1号,,,,110000000,1994
潍坊星兴联合化工有限公司,,潍坊市寒亭区民主街529号,,,,60000000,2005
山东华廷化工有限公司,,东红高速路(青州段)6号口,,,,5600000,2001
山东龙震集团有限公司,,潍坊市滨海经济开发区央子街道北7.5公里处,,,,35000000,2004
山东海化集团有限公司,,山东潍坊滨海经济开发区,,,,554171375,1996
寿光市国力化工股份有限公司,,寿光市羊口镇渤海工业园羊临路以东渤海东路以南,,,,10000000,2012
潍坊市金玉华化工有限公司,,青州市黄楼街道办事处潘村,,,,50000000,2006
潍坊亚峰化工仪表有限公司,,山东省潍坊市潍城区乐埠山创新科技产业园天成街西首,,,,30000000,2006
潍坊先达化工有限公司,,潍坊滨海经济开发区临港化工园东二户,,,,50000000,2006
潍坊中农联合化工有限公司,,潍坊滨海经济开发区临港化工园内,,,,127400000,2006
巴夫特(潍坊)化工有限公司,,青州市昭德北路2699号,,,,,2002
潍坊凯力石油化工机械有限公司,,寿光市稻田镇,,,,38000000,2001
山东豪俐恒石油化工有限公司,,青州市高柳镇阳河工业园,,,,50000000,2011
潍坊万博化工股份有限公司,,寿光市侯镇大地化工园,,,,3620000,2006
高密建滔化工有限公司,,高密市姜庄镇仁和社区旗台路西侧2号,,,,,2004
山东滨海化工商务有限公司,,潍坊市滨海经济开发区海源街与大海路交叉路口,,,,20000000,2010
山东国海化工有限公司,,山东潍坊滨海经济开发区洗盐路中段路北,,,,80000000,2013
山东成泰化工有限公司,,昌邑滨海(下营)经济开发区,,,,125000000,2011
潍坊海邦化工有限公司,,潍坊滨海经济开发区临港工业园内,,,,42000000,2007
潍坊金信达生物化工有限公司,,山东潍坊滨海经济开发区双创路000128号,,,,30000000,2007
昌乐德润化工有限公司,,昌乐县乔官镇工业园(大沂路东潍临路北),,,,100000000,2007
山东东信化工股份有限公司,,山东省潍坊市寿光市侯镇工业园东信路28号,,,,12000000,2002
潍坊康顺化工有限公司,,山东省潍坊市昌邑市都昌街道石化路206号,,,,36000000,2016
寿光卫东化工有限公司,,寿光市羊口镇西,,,,50000000,2004
潍坊强源化工有限公司,,潍坊滨海经济开发区工业园内,,,,10000000,2002
山东科润生物化工有限公司,,寿光经济开发区兴源西路北首巨能热电以西,,,,50000000,2005
寿光裕立化工有限公司,,寿光市田柳镇王高工业园,,,,32000000,2003
山东天信化工有限公司,,寿光市侯镇项目区金源路,,,,14500000,2004
青州天安化工有限公司,,"青州市经济开发区东方路东侧,中心路北侧",,,,152700000,2007
潍坊双丰化工有限公司,,潍坊市海化开发区孟家庄子村以南、昌大路以东,,,,,2008
潍坊大业化工股份有限公司,,临朐县龙岗镇工业园,,,,70000000,2009
寿光市裕鑫化工有限公司,,寿光市卧铺乡清河采油厂第二生活区,,,,260990000,2000
潍坊振兴宏盛精细化工有限公司,,昌乐县朱刘街道团结路25号,,,,100000000,2011
潍坊泽宇化工有限公司,,山东省潍坊市滨海区大家洼街道长江西街06333号,,,,100000000,2016
潍坊宁坤化工有限公司,,山东省潍坊市滨海区大家洼街道西海路与海滨街交叉路口以北30米,,,,50000000,2018
潍坊威朋化工有限公司,,潍坊市寒亭区民主街529号,,,,,2004
潍坊绿霸化工有限公司,,潍坊滨海经济开发区临港化工园内临港四路以西,,,,150000000,2007
潍坊天瑞化工有限公司,,山东省潍坊市寒亭区益新街6239号,,,,20000000,2000
山东寿光神润发海洋化工有限公司,,寿光渤海化工园黄海路8号,,,,250000000,2006
山东恒臻化工有限公司,,"寿光市羊口镇北海路以南,汉江路以西",,,,57000000,2017
潍坊新绿化工有限公司,,山东潍坊滨海经济技术开发区海化工业园临港路以东辽河西二街以南,,,,160000000,2014
青州市昊天化工有限公司,,山东省潍坊市青州市邵庄镇仰天山路3017号11楼,,,,100000000,2018
潍坊格尔化工有限公司,,寿光市侯镇大地工业园,,,,21000000,2006
山东海化盛兴化工有限公司,,青州市稷山路1591号,,,,50000000,2002
潍坊汇韬化工有限公司,,山东潍坊滨海经济开发区央子街道海旺路002699号,,,,11000000,2001
潍坊加华化工有限公司,,山东潍坊滨海经济开发区央子街道先进制造业产业园香江西街003288号,,,,75000000,2007
山东金典化工有限公司,,昌邑市沿海经济发展区,,,,80000000,2010
潍坊利吉尔化工有限公司,,山东省潍坊市滨海区大家洼海化街以北、大华路以西滨海数码广场A座601,,,,100000000,2018
潍坊格尔一二三化工集团有限公司,,寿光市侯镇大九路与新海路交叉路口西100米,,,,30000000,2016
潍坊尚舜化工有限公司,,山东省潍坊市滨海区双创路01033号,,,,100000000,2010
山东东方宏业化工有限公司,,寿光市侯镇项目区金源小区,,,,164000000,2009
潍坊泽源化工有限公司,,山东省潍坊市滨海区大家洼街道禄海路南段路东1号楼,,,,60000000,2010
青州欧斯诺化工有限公司,,青州市邵庄工业园区,,,,50000000,2007
山东海天生物化工有限公司,,昌邑市下营经济开发区金晶大道1号,,,,1369116810,2003
潍坊三昌化工科技有限公司,,山东省潍坊市滨海区大家洼街道海化街04979号7号楼1101室,,,,60000000,2016
潍坊涵丰化工有限公司,,山东省潍坊市滨海区昌大路与创新街交叉路口往北20米路东,,,,50000000,2008
山东中宇化工科技有限公司,,寿光市新兴街南生产资料沿街楼13号,,,,60000000,2015
山东欧朗化工科技有限公司,,山东省潍坊市安丘市新安街道关王工业园,,,,60000000,2015
山东老伙计化工有限公司,,山东省寿光市经济开发区东环北路北首,,,,70000000,2004
山东寿光广汇化工有限公司,,寿光市侯镇工业园联盟路东首,,,,100000000,2010
昌乐海洲化工股份有限公司,,昌乐县朱刘街道朱刘西村东北,,,,21800000,2009
潍坊澳亚精细化工科技有限公司,,寿光市新华路与辛海路交叉路口东100米路北,,,,82000000,2012
山东景山石油化工有限公司,,济宁高新区海关东路1号,,,,101700000,2003
山东康泰化工有限公司,,济宁市济北化工园区晨光路西首北侧,,,,30000000,2012
兖矿科蓝凯美特化工有限公司,,济宁市金乡县胡集镇济宁化学工业开发区,,,,195950000,1995
山东炜杰化工科技有限公司,,金乡县胡集镇济宁化学工业开发区,,,,50000000,2016
山东天成化工有限公司,,济宁市兖州区北站西路66号,,,,60000000,1999
山东雷特斯蒂石油化工股份有限公司,,邹城市看庄镇夏看村东南孟官村西南,,,,50000000,2014
济宁键邦化工有限公司,,山东省济宁市金乡县胡集镇济宁化学工业开发区,,,,50180000,2014
山东鲁鹏化工有限公司,,梁山县韩垓镇双韩路中段工业园,,,,30000000,2005
山东远联化工股份有限公司,,山东省济宁市嘉祥县经济开发区新民路南首路西,,,,10000000,2015
山东天成万丰化工科技有限公司,,济宁市兖州区北站西路66号,,,,300000000,2012
汶上县安利化工有限公司,,汶上县城经济开发区,,,,20000000,2004
山东中弘化工有限公司,,济宁高新区火炬城4号楼第4A318号,,,,20000000,2015
山东山鹰化工有限公司,,梁山县韩垓开发区,,,,31000000,2002
山东日青石油化工有限公司,,汶上县义桥镇马庄南村143号,,,,30000000,2014
曲阜市润海化工有限公司,,曲阜市经济开发区火车站路北首,,,,70000000,2006
山东雪花生物化工股份有限公司,,山东省济宁市高新区,,,,89167800,2000
济宁金丹化工有限公司,,金乡县济宁市化学工业经济技术开发区内,,,,152000000,2014
济宁南天农科化工有限公司,,金乡县济宁化学工业经济技术开发区铁道南路路北,,,,43140000,2015
山东星洋石油化工有限公司,,济宁市金乡县西城区工业园,,,,50000000,2009
兖矿化工有限公司,,山东省济宁市邹城市矿建西路439号,,,,50000000,2016
济宁市泓源化工经贸有限公司,,济宁市济邹路北接庄镇东2公里(南集二村),,,,53800000,2003
山东钰泰化工有限公司,,济宁市汶上县寅寺镇化工产业园区联想路中段路东,,,,100000000,2018
邹城市鑫尔达化工有限公司,,山东省济宁市邹城市峄化路2689号,,,,150000000,2015
济宁海油化工有限公司,,济宁市任城区济鱼路北首,,,,50000000,2012
济宁鼎浩化工科技有限公司,,汶上县寅寺镇政府驻地,,,,50000000,2016
山东金乡德华化工有限公司,,金乡县城北原105国道路西,,,,120000000,2005
山东兴林化工有限公司,,山东省济宁市任城区太白路万达广场18号楼十二层1212号,,,,50000000,2018
济宁蓝光化工科技有限公司,,济宁市红星西路105号,,,,60000000,2004
山东聚合赢信石油化工有限公司,,山东省济宁市任城区太白中路75号五交化商场4楼426室,,,,50000000,2017
济宁市岳威化工有限公司,,曲阜孔子国际商品交易城福源西二街63A,,,,600000,2013
济宁市兖州区银泉精细化工有限公司,,济宁市兖州区经济开发区安阳路中段,,,,30000000,2013
济宁辰光美博化工有限公司,,济宁市任城区二十里铺105国道东侧,,,,80000000,2008
济宁赫尔化工有限公司,,济宁市济北高新技术产业园,,,,30000000,2012
山东昊油石油化工有限公司,,金乡县卜集镇夏庄村东南谢线北侧,,,,50000000,2017
济宁韩泰石油化工有限公司,,济宁市汶上县南站镇驻地,,,,60000000,2004
曲阜市七星建材化工有限公司,,曲阜市王庄乡工业小区,,,,8000000,2002
山东典尚石油化工有限公司,,济宁市市中区安居镇私营工业园区,,,,40000000,2007
山东明亮特种设备化工拆除有限公司,,山东省济宁市邹城市田黄镇东罗村西首,,,,60000000,2017
山东济宁天和石油化工有限公司,,山东省济宁经济开发区宏祥路南、嘉美路东,,,,30000000,2008
山东恒新源机电化工设备制造有限公司,,邹城市平阳寺镇马厂村,,,,50060000,2008
山东燕化石油化工有限公司,,济宁市金宇路47号汇景国际城C座1513室,,,,10000000,2012
汶上县中海石油化工有限公司,,汶上县西门村北105国道565公里处,,,,5000000,2013
山东锐茂石油化工有限公司,,金乡县城新105国道东文峰西路北侧,,,,10000000,2012
济宁市航帆化工有限公司,,济宁经济开发区坑王村东500米,,,,6000000,2008
山东沃腾化工有限公司,,济宁市化学工业经济技术开发区,,,,30000000,2013
济宁凯特化工有限公司,,鱼台县张黄镇化工园区内金威路北,,,,20000000,2014
山东济宁锦祥化工有限公司,,汶上县寅寺镇政府驻地(联想化工园区),,,,30000000,2007
山东邦泽石油化工有限公司,,鱼台县张黄镇工业园区梁岗村西南,,,,30000000,2011
山东淼雨石油化工有限公司,,金乡县城文峰西路北侧,,,,30000000,2015
微山县东泰化工有限公司,,微山县韩庄镇车站村南一公里,,,,30000000,2013
山东省梁山县三金化工有限公司,,梁山县马营乡政府东500米路南,,,,30000000,2009
济宁巨顺煤化工有限公司,,邹城市凫山南路839号,,,,30000000,2007
山东京杭化工有限公司,,山东省济宁市梁山开发区梁五路南中段,,,,10000000,2006
济宁宏伟化工有限公司,,车站东路44号,,,,1000000,2000
济宁圣铠润化工设备有限公司,,山东省济宁市嘉祥县马村镇胡楼村北300米,,,,30000000,2014
济宁市金泰利华化工科技有限公司,,鱼台县张黄镇防汛路东首路北,,,,20000000,2015
兖矿济宁化工装备有限公司,,山东省济宁市高新区接贾路1号,,,,10790000,1989
梁山腾运化工设备有限公司,,山东省济宁市梁山县拳铺镇琉璃井村,,,,500000,2015
山东沃源石化股份有限公司,,济宁市济北高新区技术产业园区,,,,30000000,2014
济宁市恒发化工有限公司,,汶上县南旺镇驻地,,,,16900000,2007
曲阜市欣欣化工有限公司,,曲阜市姚村镇颜氏产业园,,,,500000,2010
济宁市信慧化工科技有限公司,,济宁高新区山博路6号,,,,22770000,1999
济宁市向阳化工有限公司,,山东省济宁市兖州区兖颜公路棉三厂对过,,,,500000,2000
济宁金寅化工有限公司,,汶上县寅寺镇政府驻地,,,,10000000,2017
山东嘉源化工有限公司,,汶上县寅寺镇政府驻地,,,,10000000,2014
金乡恒德化工有限公司,,金乡县胡集镇济宁化学工业开发区,,,,20000000,2012
山东瑞晴化工有限公司,,汶上县寅寺镇政府驻地,,,,20000000,2015
山东勤业化工有限公司,,济宁市兖州区大安镇青钢焦化厂对过,,,,3000000,2010
济宁中再生华惠医药科技有限公司,,山东省济宁市邹城市太平镇政府办公楼内,,,,40000000,2015
山东丰泰化工科技有限公司,,济宁市金宇路47号汇景国际城A座2624号房,,,,5000000,2015
济宁科新化工新材料科技园运营管理服务有限公司,,邹城工业园区,,,,10000000,2014
济宁三阳石油化工有限公司,,山东省济宁市任城区阜桥辖区桂圆片区商业街综合楼317室,,,,20000000,2006
微山县天翔化工有限公司,,微山县付村镇三河口煤矿东,,,,5000000,1998
济宁市圣聚化工有限公司,,济宁经济开发区,,,,10000000,2003
山东金山化工有限公司,,济宁市化学工业经济技术开发区管委会二楼,,,,20000000,2010
济宁京洲化工科技有限公司,,邹城市看庄镇小微企业园京洲路006号,,,,5100000,2014
济宁福利达精细化工有限公司,,济宁市鱼台县张黄镇工业园,,,,20250000,2007
济宁瑞祥化工有限公司,,济宁市中区南苑镇韩西村,,,,1000000,2007
济宁三利石油化工有限公司,,济宁市任城区唐口镇,,,,6000000,1999
山东竑源化工有限公司,,山东省济宁市任城区红星西路33号,,,,5000000,2013
山东银光前锋化工有限公司,,曲阜市防山乡,,,,5266000,1998
山东道尔顿化工有限公司,,济宁市任城区南张街道办事处仙庄村,,,,3200000,2014
山东裕园化工有限公司,,济宁市任城区李营街道办事处新村原砖厂院内,,,,3000000,2002
鱼台县佳诚化工有限公司,,鱼台县南环路西首西支河东*。,,,,5000000,2011
山东京开化工有限公司,,山东省济宁市任城区太白路万达广场15号楼二十二层2214号,,,,20000000,2018
济宁天盛化工有限公司,,济宁市金宇路47号汇景国际中心C座703号,,,,10000000,2008
曲阜肥茂化工有限公司,,曲阜市城隍庙街37号,,,,3000000,2016
济宁利天化工科技有限公司,,邹城市太平镇工业园区,,,,1000000,2011
济宁星驰化工有限公司,,济宁市济北高新技术产业园晨阳路东首路北,,,,20000000,2000
山东明瑞化工集团有限公司,,肥城市长山街066号,,,,150000000,2005
山东华阳迪尔化工股份有限公司,,宁阳县磁窑镇华阳化工园区,,,,86760000,2001
山东润银生物化工股份有限公司,,东平县彭集镇,,,,163200000,1993
山东华阳农药化工集团有限公司,,宁阳县磁窑镇,,,,201380000,1996
瑞星集团股份有限公司,,东平县彭集镇,,,,1382000000,2003
山东泰安施科化工股份有限公司,,山东省泰安市泰安万达广场7号楼15层1511、1512,,,,48000000,2013
山东瑞泰化工有限公司,,泰安市肥城汶阳镇,,,,50000000,2001
山东晋煤明升达化工有限公司,,宁阳县城七贤路2170号,,,,39360000,2009
大道化工有限公司,,山东省泰安市岱岳区夏张镇郭小庄村,,,,80000000,2006
山东巨神重型化工机械有限公司,,新泰市羊流工业园,,,,50000000,1996
泰安广大化工机械有限公司,,山口西村,,,,50000000,2004
山东华鸿化工有限公司,,宁阳县磁窑经济技术开发区,,,,30000000,2006
泰安海瑞斯化工有限公司,,泰安市长城路96号天龙国际大厦A座26楼,,,,100000000,2012
泰安远东化工科技有限公司,,泰安高新区海普嘉园,,,,56000000,2007
山东德普化工科技有限公司,,新泰市开发区光明路19号,,,,50000000,2007
山东新泰联合化工有限公司,,新泰市楼德镇,,,,100000000,2009
山东易天健化工有限公司,,山东省泰安市新泰市东都镇化工聚集区北区园区路路北,,,,60000000,2018
山东鲁岳化工有限公司,,肥城市安站镇,,,,100000000,2003
泰安宏孚化工有限公司,,山东省泰安市东平县经济开发区,,,,50000000,2012
山东阿斯德化工有限公司,,肥城市泰西大街121号,,,,50000000,1989
宁阳国泰化工有限公司,,山东省泰安市宁阳县磁窑镇宁阳经济开发区化工园财富化工以北国家庄以南,,,,90000000,2016
肥城港泰化工有限公司,,肥城市高新技术开发区,,,,,2005
东平百川化工有限公司,,山东省泰安市东平县彭集街道三义庄村105国道东侧,,,,56800000,2008
肥城阿斯德化工有限公司,,肥城市泰西大街121号,,,,67620000,1994
宁阳瑞博化工有限公司,,山东省泰安市宁阳县东疏镇西张庄村88号,,,,50000000,2016
泰安鑫岳化工有限公司,,肥城市石横镇驻地,,,,60000000,2011
肥城胜利化工有限公司,,肥城市边院镇,,,,80000000,2008
山东恒晖化工有限公司,,泰安市岱岳区道朗镇道朗村道朗一中对过,,,,15000000,2012
山东富一化工原料有限公司,,山东省泰安市东平县滨河新区财智大厦502室,,,,,2018
泰安速锐化工油脂有限公司,,山东省泰安市东平县斑鸠店镇解豆山村,,,,,2016
泰安圣奥化工有限公司,,宁阳县华丰镇驻地,,,,100000000,2006
泰安阳光天润化工工程有限公司,,肥城市高新技术开发区泰临路北,,,,56000000,2010
中创兴源化工科技有限公司,,泰安市天外村街3号71#楼,,,,60000000,2010
泰安海纳化工有限公司,,泰安市泰山区徐家楼民营工业园,,,,40000000,2005
山东阳光天润化工设备有限公司,,肥城市高新技术开发区,,,,20000000,2003
山东天炼石油化工有限公司,,山东省泰安市东平县沙河站镇工业园区,,,,50000000,2015
泰安金塔化工机械有限公司,,泰安市迎胜社区城中村改造B1B2号楼4-4层409户,,,,30000000,2000
新泰市兰得染料化工有限公司,,新泰市新安路1282号,,,,48600000,1998
新泰市日进化工科技有限公司,,新泰市楼德镇循环经济产业园,,,,5000000,2013
泰安市申联化工有限公司,,泰安市泰山区长城路46号城建大厦综合楼(国山中心A座)1905,,,,1000000,2008
宁阳金阳化工有限公司,,宁阳县城蒙馆路55号,,,,30000000,2004
宁阳国升化工有限公司,,山东省泰安市宁阳县罡城镇桥南村村东,,,,30000000,2014
山东垒峻化工科技有限公司,,山东省泰安市宁阳县堽城镇辛安店村南50米,,,,30000000,2018
新泰市明瑞化工有限公司,,新泰市翟镇工业园区,,,,30000000,2001
山东飞扬化工有限公司,,新泰市高新技术开发区横山路西首,,,,10000000,2007
泰安苏鲁化工科技有限公司,,山东省泰安市肥城市石横镇左丘明路16号,,,,10000000,2017
山东九鑫日用化工有限公司,,东平县民营工业园区,,,,5000000,2002
山东中运石油化工有限公司,,泰安市灵山大街九州机电市场9#楼604,,,,20000000,2003
泰安恒通化工产品进出口有限公司,,泰安市青年路28号银泰中心8065户,,,,1000000,2012
山东众成化工有限公司,,"泰安市财源大街中段路南,青年路以西财源商务大厦907室",,,,18000000,2016
东平永鑫化工有限公司,,山东省泰安市东平县梯门镇金山口村,,,,2650000,2003
山东晟泰化工设备有限公司,,山东省泰安市肥城市高新技术产业开发区工业三路中段研发产业园501室,,,,10000000,2016
山东晟泽化工有限公司,,山东省泰安市肥城市老城街道办事处工业开发区063号,,,,20000000,2018
泰安市奇能化工科技有限公司,,山东省泰安市高新区北集坡办事处赵庄村西,,,,500000,2003
山东和瑞化工科技有限公司,,山东省泰安市肥城市桃花园小区24幢3层西户,,,,3000000,2016
山东东原精细化工有限公司,,山东省泰安市东平县经济开发区化工园区民华路9号,,,,20000000,2013
山东一滕化工有限公司,,肥城市工业二路西首,,,,37500000,2004
泰安鲁岳盛通化工设备有限公司,,山东省泰安市岱岳区粥店办事处石蜡村,,,,10000000,2014
泰安鑫鑫化工有限公司,,泰安市满庄镇曹家寨村,,,,20000000,2005
新泰爱得化工建材设备有限公司,,山东省泰安市新泰市城南马庄,,,,5000000,1993
山东兴政化工有限公司,,山东省泰安市肥城市石横镇石横三村4幢号,,,,20000000,2017
泰安市利丰化工设备有限公司,,泰安市泰山区邱家店镇项目区,,,,10000000,2009
泰安燕山石油化工有限公司,,山东省泰安市东平县经济开发区,,,,10000000,2016
山东财富化工有限公司,,宁阳县磁窑经济技术开发区,,,,20000000,2006
新泰市佑德生物化工研究院有限公司,,山东省泰安市新泰市经济开发区发展大道396号,,,,5000000,2014
泰安市泰德化工有限公司,,新泰市禹村镇朱家庄,,,,16000000,2012
泰安信源塑料化工有限公司,,泰安市高新技术开发区桑家疃村东,,,,10000000,2005
山东华鑫能源化工有限公司,,山东省泰安市泰山区东岳大街100号奥来新天第沿街商务楼A单元309户,,,,18000000,2009
山东经典化工股份有限公司,,泰安大汶口石膏工业园,,,,10000000,2008
山东迈森化工助剂有限公司,,山东省泰安市肥城市王瓜店街道办事处蒋庄村富源街09号,,,,6000000,2017
泰安市集英化工有限公司,,山东省泰安市岱岳区范镇工业园,,,,500000,2013
山东尚德化工有限公司,,山东省泰安市泰山区泰山大街326号金华商贸城,,,,5000000,2014
新泰市顺鑫化工有限公司,,新泰市楼德镇,,,,500000,2001
肥城岳海化工有限公司,,肥城市石横镇民营工业园,,,,15000000,2003
泰安市福润江山化工有限公司,,泰安市灵山大街129号,,,,500000,1998
泰安宝利来化工机械有限公司,,泰安高新技术产业开发区天烛峰路366号1号楼3层1129室、1132室,,,,6000000,2012
新泰市富强化工有限公司,,新泰市小协镇小协村,,,,100000,2008
泰安康大化工机械有限公司,,泰安市泰山青春创业开发区,,,,5000000,2006
泰安华天化工有限公司,,宁阳县磁窑镇驻地,,,,5000000,2004
泰安市中亿化工有限公司,,山东省泰安市肥城市丰园小区8幢2单元3层西户,,,,6000000,2015
泰安晶环化工有限公司,,山东省泰安市宁阳县宁阳经济开发区东村华阳热电厂对面,,,,10000000,2017
泰安市成龙化工研制有限公司,,上高办事处小井村,,,,500000,2005
肥城雨田化工有限公司,,肥城市龙山路西首,,,,5100000,2007
山东祥隆化工有限公司,,宁阳县东疏镇刘茂村,,,,11047000,2000
新泰利原化工有限公司,,新泰市东都镇,,,,10000000,2009
山东润泽酒业有限公司,,山东省泰安市东平县东平街道工业园区,,,,5000000,2005
泰安亚伯兰化工有限公司,,山东省泰安市肥城市鲁西建材批发城沿街楼肥城跨境电子商务产业园三楼306室,,,,2000000,2017
威海化工机械有限公司,,山东省威海市环翠区张村镇东鑫路9号,,,,100000000,1998
威海兴邦化工集团有限公司,,威海市环翠区温泉镇柳林村,,,,9000000,1999
威海金合思化工有限公司,,山东省威海临港经济技术开发区草庙子镇草庙子369-13号,,,,,2007
威海新元化工机械有限公司,,威海市环翠区羊亭工业新区凤凰山路985号,,,,50000000,2004
荣成市隆泰化工有限公司,,荣成市河阳东路108号,,,,50000000,1999
威海真都化工有限公司,,山东省威海市文登区大水泊镇山花路3号,,,,,2007
威海恒邦化工有限公司,,山东省威海市乳山市下初镇驻地,,,,90000000,2005
威海新元化工有限公司,,威海市环翠区羊亭镇工业新区凤凰山路985号,,,,150000000,2001
威海市友和化工新材料有限公司,,威海市环翠区羊亭镇项目二区东升路18-4号,,,,5000000,2011
威海富海华液体化工有限公司,,威海市海埠路-288-4号,,,,62000000,2005
威海中韩化工品市场管理有限公司,,荣成市成山镇成大路1016号,,,,100000000,2016
山东国能生物化工股份有限公司,,山东省威海市文登区天福办事处通河路2号卫生大厦1308室,,,,260000000,2010
威海金泓集团有限公司,,威海临港经济技术开发区草庙子镇驻地,,,,12690000,1997
威海鑫泰化工机械有限公司,,威海市羊亭镇,,,,25000000,2008
威海行雨化工机械有限公司,,威海市环翠区羊亭镇曲和路17号,,,,10000000,2006
山东恒大化工(集团)有限公司,,荣成市南山中路118号,,,,30650000,1998
威海市良建化工有限公司,,威海青岛中路88号南西500米,,,,500000,1998
威海经济技术开发区天成化工有限公司,,威海经济技术开发区蒿泊村,,,,5000000,1993
威海森威化工有限公司,,山东省威海市文登区米山镇东铺头村,,,,1000000,2011
威海橡胶化工进出口有限公司,,威海市伴月山庄15号,,,,5200000,1992
威海市文登区慧隆化工有限公司,,山东省威海市文登区环山路街道办事处西寨村东,,,,500000,2002
威海汇鑫化工机械有限公司,,威海市草庙子镇,,,,15000000,2005
山东中北化工有限公司,,山东省威海临港经济技术开发区苘山镇万泉花园-4号-1,,,,20000000,2016
威海博锐化工机械有限公司,,山东省威海市环翠区羊亭镇项目二区北观村西北,,,,10000000,2014
威海迈通化工科技有限公司,,山东省威海临港经济技术开发区周宁路-1-18号101室,,,,20000000,2017
威海朝阳化工机械有限公司,,山东省威海市环翠区张村镇西郊热电厂南珠江街云科孵化园1-2号厂房,,,,10000000,2011
威海环宇化工机械有限公司,,威海市环翠区羊亭镇羊亭村南一街2号,,,,10000000,2010
威海煌恺化工机械有限公司,,山东省威海市环翠区羊亭镇大西庄-528-4号,,,,10000000,2015
威海和利源化工有限公司,,山东省威海市经济技术开发区崮山镇工业园,,,,10190000,1995
威海润东化工科技有限公司,,威海市环翠区里口山路-69-2号,,,,10000000,2012
山东海嵛川化工有限公司,,山东省威海市乳山市城区营口路58-4号,,,,20000000,2017
威海振宇化工有限公司,,山东省威海市文登区泽头镇北庄村西,,,,580000,2001
山东朗博化工科技有限公司,,山东省威海市经区香港路67号-703-2,,,,3000000,2014
乳山市清之源化工有限公司,,山东省威海市乳山市城区深圳路108-6-1031号,,,,18000000,2016
威海润圣化工机械有限公司,,山东省威海市经济技术开发区海滨南路-28号-403、423、424,,,,10000000,2016
威海佳美化工有限公司,,威海经技区泊于镇鲍家村西 成大路北,,,,5000000,2002
威海市国洋化工有限公司,,山东省威海市乳山市胜利街西首,,,,520000,1999
威海开华石油化工经销有限公司,,威海市环翠区羊亭镇成大路南北江疃村北2号,,,,2000000,1994
威海佳星化工技术有限公司,,文登市大水泊镇,,,,1000000,2002
荣成市泓远化工有限公司,,荣成市悦湖路139号,,,,11000000,2006
威海圣凯化工科技有限公司,,山东省威海市文登区米山镇振兴路12号,,,,500000,2010
威海市文登区和谐石油化工有限公司,,山东省威海市文登区米山东路,,,,2000000,2007
威海市新兴化工科技有限公司,,山东省威海市文登区泽头镇岛集村397号,,,,300000,2011
荣成市富琪化工机械有限公司,,荣成市龙河路,,,,700000,2000
荣成市科盛化工有限公司,,荣成市东山南路255号,,,,3200000,2001
威海嘉毅化工机械有限公司,,威海市张村镇和徐疃工业园,,,,2000000,2011
威海市万通化工有限公司,,山东省威海临港经济技术开发区草庙子镇威泉路-60-4号,,,,718000,2000
威海众达化工机械有限公司,,山东省威海市环翠区羊亭镇黄埠屯村西北,,,,3000000,2016
威海宏协化工机械有限公司,,威海市羊亭镇北小城村,,,,500000,2005
威海永欣化工机械有限公司,,威海市环翠区张村镇姜家疃村,,,,500000,2013
威海爱鑫精细化工有限公司,,威海火炬高技术产业开发区大连路71号,,,,3000000,2011
荣成市日跃化工有限公司,,荣成市夏庄镇香山街35号,,,,500000,2007
文登市华海化工有限公司,,文登市文登营工业园,,,,4680000,2002
威海亿鑫化工机械有限公司,,威海威大街46号,,,,300000,2009
