Chinese Name,English Name,Address,Latitude,Longitude,Main Products,Registered Capital (RMB),Opening Year
淄博飞源化工有限公司,,山东省淄博市高青县清河工业园,,,,52850000,2004
山东川君化工股份有限公司,,城南镇东山村,,,,24000000,2001
淄博圣马化工有限公司,,山东省淄博市张店区房镇镇麻营村北首,,,,5000000,1980
山东元顺化工科技股份有限公司,,临淄区金山镇开发区加华路20号,,,,22800000,2004
山东兴武化工有限公司,,临淄区孙家原村址南,,,,50000000,2000
山东雪佛龙石油化工有限公司,,山东省淄博市桓台县果里镇和济路80号,,,,100000000,2013
山东东岳化工有限公司,,淄博市桓台县唐山镇,,,,340000000,1996
淄博东大化工股份有限公司,,山东省淄博市张店湖田镇商家村老济青路北沿街房31号,,,,19880000,1993
山东星都石油化工科技股份有限公司,,山东省淄博市临淄区乙烯南路35号,,,,45500000,2010
淄博兴军化工有限公司,,山东省淄博市临淄区朱台集中工业区,,,,50000000,2017
淄博新空间化工有限公司,,临淄区辛店街道合顺店村,,,,24600000,2006
淄博三田化工装备有限公司,,淄川区双杨镇东河村西,,,,11900000,2010
山东大新化工有限公司,,山东省淄博高新区柳泉路125号先进陶瓷产业创新园B座17层1701-1716室,,,,50000000,2009
山东金德化工股份有限公司,,山东省淄博市桓台县新城镇崔楼村,,,,7480000,2003
山东祥友化工机械有限公司,,博山区秋泉路12号,,,,36800000,2001
山东龙勤化工有限公司,,山东省淄博市临淄区临淄大道818甲9号1608,,,,50000000,2012
山东章临石油化工有限公司,,淄博市临淄区大武水库西侧,,,,50000000,2005
山东金安化工有限公司,,齐鲁乙烯厂南路火炬以东,,,,28800000,2001
中铝国际山东化工有限公司,,山东省淄博市高新区先进陶瓷产业创新园B座2605室,,,,50000000,2014
淄博永业精细化工股份有限公司,,山东省淄博市淄川区将军路街道办事处西外环路南段,,,,6000000,2016
沂源亿盛化工有限公司,,山东沂源经济开发区,,,,60000000,2006
山东民祥化工科技有限公司,,山东省淄博市张店东部化工区昌国东路227号,,,,110000000,2015
淄博远达化工有限公司,,临淄区齐都镇付家村,,,,50000000,2001
淄博伟强化工有限公司,,淄博市临淄区南王镇,,,,50800000,2009
淄博腾辉油脂化工有限公司,,临淄区南王镇南仇村西,,,,20000000,2005
淄博市临淄恒兴化工厂有限公司,,山东省淄博市临淄区朱台工业集中区,,,,500000000,1990
淄博君欣化工有限公司,,山东省淄博临淄区辛店街道杨坡路立交桥南首200米,,,,50000000,2015
淄博润源化工有限公司,,淄博高新区卫固镇付山村,,,,100000000,2003
淄博春磊化工机械有限公司,,山东省淄博市临淄区皇城镇油坊村西,,,,50000000,2004
淄博金桥化工医药有限公司,,山东省淄博市临淄区齐城路1号,,,,280000000,2015
中铁泰和丰石油化工有限公司,,山东省淄博市高新区柳泉路115号金达大厦309室,,,,58000000,2016
山东赛尔化工科技发展有限公司,,山东省淄博市临淄齐鲁化学工业区纬六路207号,,,,30000000,2004
淄博明新化工有限公司,,山东省淄博市张店区沣水镇南沣村,,,,60000000,2004
山东白燕化工有限公司,,临淄区皇城镇郑家村,,,,51800000,2002
淄博齐增化工有限公司,,山东省淄博市临淄区齐鲁国际塑化城中齐塑化大厦012109,,,,51580000,2009
山东正诺化工设备有限公司,,张店区中埠镇孟家村东,,,,60000000,2010
山东锐博化工有限公司,,临淄区大庆二路3号,,,,33000000,1990
淄博冠宏化工有限公司,,临淄区辛河路6K处路东,,,,100150000,2000
淄博汇港川化工科技有限公司,,高青县台湾工业园(嘉虹化工院内),,,,20000000,2011
山东公泉化工股份有限公司,,淄博市临淄区胜利路34号,,,,80833168,1993
淄博诺奥化工股份有限公司,,山东省淄博市临淄区辛化路2727 号,,,,29461385,1988
山东新昊化工有限公司,,桓台县新城镇驻地,,,,45000000,2004
山东新华万博化工有限公司,,张店区宝石镇东张村北,,,,27974699,1999
山东润亿化工有限公司,,山东省淄博市张店区北京路与人民路交叉口西北角淄博市新材料交易中心A座314室,,,,20000000,2010
山东显元化工科技有限公司,,山东省淄博市临淄齐鲁化学工业园经二路西侧,,,,50000000,2006
山东乐金化工有限公司,,山东省淄博市临淄区方正尚城小区24号楼齐城路甲1,,,,32800000,2009
淄博凯远恒业化工有限公司,,临淄区南王工业园万通路16号,,,,50000000,2004
淄博君竹化工有限公司,,临淄区朱台工业园(新立村),,,,20000000,2003
山东瑞铁化工销售有限公司,,淄博市临淄区一诺路天华大厦三楼311室,,,,11000000,2008
山东海江化工有限公司,,桓台县经济开发区化学产业园化北路8号,,,,360000000,2012
山东万通石油化工集团淄博有限公司,,淄博市临淄区辛店渠村北,,,,34000000,2004
淄博天蓝环保化工有限公司,,淄博开发区宝山路南段,,,,50000000,2004
山东齐旺达石油化工有限公司,,山东省淄博市临淄区金烯路199号,,,,154473000,2006
山东蓝星东大有限公司,,淄博高新区济青路29号,,,,150000000,2006
山东印象化工技术开发有限公司,,山东省淄博市高新区鲁泰大道西1号通乾戴维斯商务中心14层19,,,,3000000,2016
淄博齐美特化工装备有限公司,,临淄高速路口北3公里路东,,,,52000000,2004
淄博鲁亿化工机械有限公司,,临淄区稷下办事处程营村,,,,60000000,2005
淄博鲁拓化工有限公司,,山东省淄博市临淄临淄大道818甲9号509,,,,30000000,2009
山东瑞纳特化工有限公司,,山东省淄博市张店区昌国东路217号,,,,50000000,2016
淄博爱博特化工有限公司,,山东省淄博市高新区鲁泰大道1号通乾戴维斯商务中心7-716号,,,,200000000,2004
山东瀛寰化工有限公司,,临淄区乙烯北山路58号,,,,20000000,2003
兖矿鲁南化工有限公司,,山东省滕州市木石镇,,,,4755520000,2007
山东神工化工集团股份有限公司,,枣庄市峄城区峨山镇工业园区工业园路,,,,30000000,1999
山东国兴化工集团有限公司,,山东省枣庄市滕州市木石镇墨子大道6号,,,,30000000,2009
盛隆化工有限公司,,滕州市西岗镇,,,,568800000,2003
山东奥瑟亚化工有限公司,,枣庄市薛城区化工园区昆仑山路1号,,,,,2008
联泓新材料有限公司,,滕州市木石镇驻地,,,,880000000,2009
山东奥纳化工集团有限公司,,峄城区榴园镇八里屯村,,,,50000000,2004
山东扬子化工有限公司,,滕州市木石镇高科技化工园区,,,,100000000,2011
山东鲁南化工科技有限公司,,山东滕州市木石镇,,,,50000000,2003
盛源宏达化工有限公司,,滕州市西岗柴里矿区,,,,235898600,2006
滕州中盛化工有限公司,,滕州市木曲公路西侧新能凤凰有限公司南侧,,,,60000000,2008
滕州盛源宏达化工有限公司,,滕州市西岗柴里矿区,,,,166600000,2006
山东汇智润源化工有限公司,,滕州市木石镇西店村北侧,,,,50000000,2011
枣庄杰富意振兴化工有限公司,,枣庄市薛城区邹坞镇煤化工园区,,,,195000000,2013
枣庄市永利化工有限公司,,市中区齐村镇朱子埠矿南,,,,60000000,2002
山东省滕州瑞达化工有限公司,,山东省枣庄市滕州市鲁南高科技化工园区,,,,50000000,2003
山东旭东化工科技有限公司,,峄城区吴林办事处肖桥驻地,,,,5000000,2002
兖矿鲁南化工科技发展有限公司,,山东滕州市木石镇,,,,50000000,2003
滕州祥润化工有限公司,,滕州市张汪镇东渠庄村99号,,,,6000000,2010
滕州龙川化工有限公司,,滕州市官桥镇中韩村村西200米,,,,50000000,2012
山东国正化工有限公司,,山东省枣庄市滕州市木石镇木石三村56号,,,,50000000,2014
山东兖矿煤化工检修有限公司,,滕州市木石镇驻地,,,,30000000,2004
枣庄腾顺化工科技有限公司,,峄城区峨山镇刘庄村,,,,2000000,2011
山东联合丰元化工有限公司,,枣庄市台儿庄区东顺路北首,,,,100000000,2008
枣庄市金科化工有限公司,,台儿庄区涧头集镇工业园,,,,50000000,2011
枣庄矿业集团煤化工研究院有限公司,,薛城区永福南路,,,,50000000,2010
山东省广宏化工有限公司,,山东省枣庄市市中区文化路2号楼2单元402室,,,,96890000,2016
枣庄玮成化工科技有限公司,,山东省枣庄市薛城区陶庄镇凯乐大道与山官路交汇处向北200米,,,,5000000,2014
山东丰元化学股份有限公司,,枣庄市台儿庄区东顺路1227号,,,,96913799,2000
枣庄市凯瑞化工有限公司,,薛城区陶庄镇夏庄村南,,,,30000000,2006
山东百斯达化工有限公司,,枣庄市台儿庄区华阳路西文化路南,,,,20000000,2007
滕州绿灵化工环保设备有限公司,,山东省枣庄市滕州市鲁南高科技化工园区节用路456号,,,,10000000,2014
山东迪亚化工有限公司,,山东省枣庄市市中区中天步行街15号A幢2层2号,,,,5000000,2016
山东海冠化工科技有限公司,,滕州市木石镇科技化工园区,,,,10000000,2011
山东凯乐化工有限公司,,薛城区陶庄镇驻地,,,,20000000,1994
山东嘉驰新型化工有限公司,,山东省枣庄市薛城区能源循环经济百亿产业园区薛能2路,,,,30000000,2016
枣庄宏昌化工有限公司,,滕州市张汪镇后寨子村,,,,2600000,2003
山东圣火旭龙煤化工有限公司,,薛城区陶庄镇夏庄,,,,32000000,2004
山东兖煤化工装备工程有限公司,,滕州市木石镇高科技化工园区内,,,,30000000,2014
滕州中正化工有限公司,,滕州市南沙河镇前房村东滕枣路东侧,,,,500000,2002
山东瑞德化工仪器有限公司,,山东省枣庄市滕州市北辛街道接官巷98号,,,,3000000,2013
滕州市鑫美化工仪器有限公司,,滕州市龙泉街道办事处南侯庄村北区2排7号,,,,500000,2014
山东翔瀚化工有限公司,,山东省枣庄市滕州市木石镇木石化工园区8号,,,,20000000,2016
枣庄宇阳化工有限公司,,山东省枣庄市市中区西王庄镇东王庄村枣庄经济开发区中泰精细化工产业园,,,,20000000,2008
山东御正化工科技有限公司,,山东省枣庄市市中区西王庄乡东王庄村,,,,5000000,2014
枣庄鑫和化工有限公司,,山东省枣庄市市中区齐村镇乔屯村村西,,,,20000000,2006
山东丰茂化工有限公司,,山东省枣庄高新区德圣路669号便民服务中心,,,,10000000,2016
山东荆河日用化工有限公司,,滕州市北辛路东首,,,,9000000,2003
滕州市蓝天化工有限公司,,滕州市益康大道北段(市民营园区内),,,,10000000,2001
枣庄禾祥化工科技有限公司,,枣庄市峄城区吴林街道办事处院内,,,,20000000,2013
枣庄兴民涂料化工有限公司,,峄城区经济开发区,,,,11080000,2005
枣庄南方化工有限公司,,山东省枣庄高新区永福北路238号,,,,15000000,1998
枣庄宏昇化工有限公司,,山东省枣庄市市中区西王庄镇中泰化工园,,,,8000000,2015
枣庄民兴化工有限公司,,薛城天山路西,,,,10000000,2007
山东弘康化工有限公司,,薛城区城南小区340号,,,,3000000,2013
滕州市裕润化工有限公司,,滕州市木石镇驻地(木石桥口村),,,,3000000,2005
枣庄市嘉明精细化工有限公司,,枣庄市台儿庄区经济开发区广进路西、长安路北,,,,10000000,2010
滕州建哈机械化工有限公司,,滕州经济开发区腾飞东路1299号,,,,12000000,2003
滕州市祥运化工有限公司,,滕州市官桥镇官桥村村北500米处,,,,10000000,2008
枣庄市振达化工有限公司,,山亭区凫城乡驻地张庄中学院内,,,,1000000,2007
枣庄星光化工有限公司,,台儿庄区长安路西首,,,,500000,2009
滕州市立新化工有限公司,,滕州市大坞镇前峄庄西村,,,,1000000,2005
滕州市光大物资化工有限公司,,滕州市五里屯村西,,,,2000000,2000
山东拓博昊源化工有限公司,,滕州市木石镇驻地,,,,20000000,2005
枣庄市美华化工有限公司,,山东省枣庄市薛城区陶庄镇史湖村北侧,,,,500000,2005
枣庄富宇燃料化工有限公司,,市中区解放北路西,,,,500000,2008
枣庄市友联化工有限公司,,峄城区经济开发区峨山工业园,,,,5200000,2008
枣庄市金运化工有限公司,,薛城区陶庄镇夏庄村,,,,500000,2004
枣庄宏升化工有限公司,,峄城区岳庄村村南,,,,5000000,2006
滕州市一诺化工有限公司,,滕州市洪绪镇玉楼村,,,,5000000,2007
枣庄宗大化工有限公司,,滕州市学院西路清河花园1栋9号,,,,990000,2006
枣庄市东涛化工技术有限公司,,市中区齐村镇朱子埠村,,,,10000000,2004
枣庄明宇化工有限公司,,山东枣庄台儿庄马兰屯彭楼村,,,,3600000,2014
枣庄凯普化工科技有限公司,,山东省枣庄市市中区鑫和国际3号-1002,,,,5000000,2014
山东赛诺思精细化工有限公司,,山东省枣庄市市中区十里泉东路1号,,,,10000000,2013
山东征伟化工科技有限公司,,山东省枣庄市市中区光明路街道光明东路10号,,,,5000000,2016
枣庄晟昊精细化工有限公司,,滕州市木石镇桥口村,,,,5000000,2006
山东拓博塑料制品有限公司,,滕州市木石镇驻地,,,,50180000,2004
枣庄市博洋化工有限公司,,山东省枣庄市薛城区民生路999号翰景名座A区20层13室,,,,6000000,2012
山东富诚化工有限公司,,滕州市木石镇驻地,,,,10000000,2010
山东神驰化工集团有限公司,,东营区郝纯路129号,,,,200000000,2001
山东中海化工集团有限公司,,东营市河口区河庆路175号,,,,100000000,2008
山东万通石油化工集团有限公司,,东营区郝纯路,,,,1198000000,1998
山东海科化工集团有限公司,,东营市东营区郝纯路西侧,,,,115000000,2006
山东圣光化工集团有限公司,,广饶县经济开发区,,,,100000000,2000
山东金茂纺织化工集团有限公司,,东营市东营区莒州路56号,,,,148000000,2004
东营利丰化工新材料有限公司,,东营市垦利区郝家西郊工贸发展基地、秦家路以西,,,,50000000,2007
山东宝莫生物化工股份有限公司,,山东省东营市东营区西四路892号,,,,612000000,1996
山东鲁深发化工有限公司,,东营港经济开发区港西二路以西、港北二路以南,,,,165180000,2009
江山联合化工集团有限公司,,广饶县大王镇复兴王村,,,,160000000,2009
东营华泰化工集团有限公司,,山东省东营市东营区钱塘江路11号,,,,405941766,2004
山东贝斯特化工有限公司,,广饶县经济开发区团结路675号,,,,176000000,2000
山东坤宝化工股份有限公司,,山东省东营市垦利区经济开发区石新路17号,,,,18000000,2001
东营华联石油化工厂有限公司,,东营市河口区滨孤路88号,,,,680000000,2006
山东德仕石油工程集团股份有限公司,,东营区胜利工业园,,,,80964956,2002
山东瑞天化工有限公司,,东营市广饶县稻庄镇高效生态经济园,,,,201000000,2012
山东常青树胶业股份有限公司,,东营市河口区海宁路777号,,,,40000000,2008
东营市神州化工有限公司,,东营经济开发区永安镇南五公里,,,,50000000,2004
山东汇海医药化工有限公司,,东营市河口区经济技术开发区,,,,80000000,2005
利华益维远化工有限公司,,山东省东营市利津县利十路208号,,,,350000000,2010
山东红海化工有限公司,,东营市河口蓝色经济开发区,,,,180000000,2011
胜利油田高原化工有限公司,,东营市东营区府前大街82号,,,,80000000,2002
利津森化化工有限公司,,利津县永莘路188号,,,,80000000,2004
山东金岭化工股份有限公司,,东营市广饶县大王经济技术开发区,,,,466500000,2000
山东华滨化工科技有限公司,,东营港经济开发区,,,,70000000,2011
山东百联化工有限公司,,利津县经济开发区,,,,68000000,2005
山东威瑞化工有限公司,,山东省东营市东营港经济开发区港城路北、港西二路东,,,,1000000000,2016
山东庆祥石油化工有限公司,,东营西郊现代服务区,,,,50000000,2004
山东瑞特精细化工有限公司,,广饶县经济技术开发区,,,,101000000,2002
东辰控股集团有限公司,,东营市垦利区胜坨镇府西,,,,210000000,1997
东营金华精细化工有限公司,,东营市东营区东四路59号,,,,91221600,2004
东营贝斯特化工科技有限公司,,广饶县经济开发区8号路南侧,,,,270000000,2015
山东国丰君达化工科技股份有限公司,,东营区史口镇史口村,,,,19725000,2000
中海石油东营石化有限公司,,东营市河口区滨孤路68号,,,,80691272,2007
山东仕通化工有限公司,,东营市河口区黄河路87号,,,,100000000,2006
胜利德润能源股份有限公司,,东营市东营区东赵经济园区,,,,105000000,2005
山东万福达化工有限公司,,东营港经济开发区海港路南、港西三路西,,,,200000000,2011
利华益利津炼化有限公司,,利津县永莘路55号,,,,430480000,1994
东营市正翔化工有限公司,,东营市河口区六合乡荆家村,,,,65000000,2009
山东康瑞集团有限公司,,东营市垦利区开发区振兴路233号,,,,50000000,2000
山东津博化工有限公司,,利津县盐窝镇南洼村,,,,52000000,1989
东营旺豪化工有限公司,,山东省东营市垦利区胜坨镇丰收路1号,,,,50500000,2002
东营海源化工股份有限公司,,东营港经济开发区港北二路南、港西三路东,,,,40000000,2011
山东维尔斯化工有限公司,,广饶县稻庄镇原西刘桥乡政府驻地,,,,102800000,2007
山东元邦化工有限公司,,东营市垦利区胜坨镇精细化工园,,,,70000000,2012
山东未来化工有限公司,,广饶经济开发区广明路以北,,,,30000000,2008
山东飞腾化工有限公司,,广饶县稻庄镇,,,,70000000,2009
山东齐发化工有限公司,,东营区辛河路东600米(牛庄镇小宋村),,,,300000000,2006
东营胜利中亚化工有限公司,,东营东营区史口镇,,,,180000000,2003
山东军胜化工集团有限公司,,东营市河口区滨孤路69号,,,,80000000,2009
山东红星化工有限公司,,广饶新兴工业园,,,,50000000,1999
山东胜星化工有限公司,,山东省东营市广饶县山东大王经济开发区胜利路3号,,,,500000000,2009
东营明德化工有限公司,,山东省东营市东营港经济开发区海港路北、东港路西,,,,60000000,2017
山东华盛化工有限公司,,利津县陈庄工业园,,,,160000000,2008
东营临广化工有限公司,,东营市广饶县丁庄镇政府驻地,,,,24000000,2010
东营顺通化工(集团)有限公司,,山东东营东营港经济开发区港西二路西、S一号路南,,,,100000000,1998
山东华泰英特罗斯化工有限公司,,东营经济开发区渤海路以南、经一路以东,,,,105000000,2010
山东胜太隆化工有限公司,,垦利开发区康兴路以南、泰兴路以北,,,,36000000,2008
山东东昌精细化工科技有限公司,,东营市东营区黄河路38号,,,,39060000,2001
山东奥美特化工有限公司,,山东省东营市东营港经济开发区港西二路以东、港西一路以西、规划中的海滨路以南,,,,86000000,2012
山东齐通化工有限公司,,广饶稻庄镇西大路村,,,,66000000,2009
东营合益化工有限公司,,垦利县胜坨精细化工园,,,,20000000,2009
山东创蓝石油化工有限公司,,山东省东营市河口区蓝色经济产业园经三路以西、东营泰贝尔化学科技有限公司以东,,,,50000000,2016
东营市福中化工有限公司,,山东省东营市东营区郑州路306号齐龙世纪花园33幢东座,,,,50000000,2012
山东拓达化工有限公司,,山东省东营市东营区北一路747号,,,,50000000,2013
东营市海域化工有限公司,,东营市垦利区胜坨镇崔家村村南1000米,,,,60000000,2010
山东广悦化工有限公司,,利津县刁口乡政府驻地,,,,220000000,2012
山东金冠化工有限公司,,利津县陈庄镇经济开发区,,,,110000000,2007
山东永泰集团有限公司,,广饶县大王镇橡胶工业园青垦路262号,,,,128000000,1995
山东柯林维尔化工股份有限公司,,利津县利五路津六路交叉口西南,,,,10000000,2004
东营市庆达化工有限公司,,广饶县大王镇李桥西村,,,,20000000,2013
中海外石油化工有限公司,,东营市垦利区胜兴路1118号,,,,50000000,2016
东营融信石油化工有限公司,,山东省东营市河口区河庆路179号,,,,50000000,2016
东营市晟和化工有限公司,,垦利县胜坨镇工业园,,,,94000000,2016
东营佳林化工有限公司,,利津县刁口乡政府驻地,,,,50000000,2002
东营万泽石油化工有限公司,,山东省东营市河口区河庆路179号,,,,50000000,2015
东营市垦利区汇丰化工有限公司,,东营市垦利区胜坨镇,,,,50000000,2008
东营江源化工有限公司,,广饶县大王镇大王西村,,,,62000000,2008
山东启航化工有限公司,,山东省东营市东营区银河路28号,,,,30000000,2014
山东义辉化工有限公司,,利津县经济开发区店前路以西、前六村土地以南,,,,80000000,2011
广饶瑞海化工有限公司,,广饶县广饶街道踊跃路以北,,,,50000000,2017
山东威特化工有限公司,,山东省东营市垦利区胜坨镇永莘路73号,,,,100000000,2016
山东世强化工有限公司,,东营市河口区孤岛镇光明路北侧,,,,30000000,2001
中节能万润股份有限公司,,烟台市经济技术开发区五指山路11号,,,,909133215,1995
烟台万华化工有限公司,,山东省烟台市经济技术开发区天山路17号,,,,78930407,2018
烟台巨力精细化工股份有限公司,,山东省莱阳市经济开发区崂山路6号,,,,403200000,2001
烟台腾辉化工有限公司,,烟台经济技术开发区嘉陵江路85号,,,,,2014
山东三和机械化工程集团有限公司,,山东省招远市玲珑路169号,,,,100000000,1999
山东科源化工有限公司,,山东省莱州市银海工业园区,,,,62080000,2007
烟台恒邦化工有限公司,,牟平区大窑镇北莒城,,,,240000000,2001
烟台和东石油化工有限公司,,山东省莱阳市柏林庄镇周家疃村西,,,,42000000,2011
烟台迎丰化工有限公司,,山东省烟台市经济技术开发区长江路利民商厦505号,,,,70000000,2017
莱州市莱玉化工有限公司,,山东烟台莱州市城港路街道朱由,,,,50000000,1998
蓬莱新光颜料化工有限公司,,山东省蓬莱市北沟镇海润南路3号,,,,129653600,1996
山东云天化工油品有限公司,,芝罘区上夼西路85-408室,,,,50000000,2004
烟台远东精细化工有限公司,,山东省烟台市莱阳市经济开发区长江路79号,,,,50000000,2013
国储能源化工(烟台)有限公司,,山东省龙口市烟潍路南新嘉街道办事处二楼,,,,100000000,2008
蓬莱星火化工有限公司,,山东省蓬莱市大辛店镇驻地,,,,50000000,2009
山东道恩海玛德里化工有限公司,,山东省龙口市龙口经济开发区和平路北首,,,,50000000,2009
烟台正丰化工有限公司,,烟台开发区八角工业园,,,,40000000,2005
烟台开发区星火化工有限公司,,烟台开发区昆仑山路69号,,,,65000000,1999
烟台润鸿化工有限公司,,山东省烟台市莱山区轸大路62号,,,,30000000,2012
莱州东方石油化工港储有限公司,,山东省莱州市三山岛特别工业区,,,,,2003
烟台金正精细化工有限公司,,烟台芝罘区幸福中路211号,,,,30200000,1994
山东大易化工有限公司,,山东省莱阳市丹崖西路1号,,,,20000000,1998
烟台恒邦化工助剂有限公司,,牟平区水道镇驻地,,,,60000000,2003
长岛常丰石油化工有限公司,,山东省烟台市长岛县海滨路408号,,,,32500000,2003
烟台云博化工有限公司,,山东烟台开发区长江路33号内357号,,,,50000000,2014
烟台瑞达化工有限公司,,山东省烟台市经济技术开发区B-22小区,,,,20000000,2003
龙口滨港液体化工码头有限公司,,山东省龙口市环海路24号,,,,160000000,2004
烟台万海舟化工有限公司,,烟台经济技术开发区五指山路8号,,,,32000000,2002
烟台大兴化工机械科技有限公司,,山东省烟台市经济技术开发区金沙江路159号A座410室,,,,50000000,2015
烟台市韩塑化工科技有限公司,,山东省烟台市经济技术开发区无锡路10号,,,,,2015
中商双源石油化工有限公司,,山东省烟台市芝罘区环山路付199-15号,,,,60000000,2009
烟台显华化工科技有限公司,,烟台开发区F-12小区甬江三支路6号,,,,100000000,2003
烟台融佳精细化工有限公司,,烟台经济技术开发区长江路79号内1号4层,,,,,2014
山东祥顺石油化工有限公司,,山东省烟台市芝罘区环海路89号,,,,50000000,2017
烟台联利化工有限公司,,山东省烟台市莱阳市开发区长江路88号,,,,50000000,2016
山东安港石油化工有限公司,,山东省烟台市龙口市龙港街道206国道恒通物流园内4-421,,,,50000000,2018
中化工储运有限公司,,山东省莱州市三山岛街道海滨路,,,,150000000,2011
烟台万华华海化工有限公司,,山东省烟台市经济技术开发区天山路17号,,,,80000000,2015
龙口市翔合石油化工有限公司,,山东省烟台市龙口市龙港街道206国道恒通物流园内4-422,,,,50000000,2017
龙口启航石油化工有限公司,,山东省烟台市龙口市龙港街道206国道附近,,,,50000000,2017
山东天德石油化工有限公司,,山东省烟台市龙口市龙港街道恒通物流园,,,,50000000,2017
烟台市胜凯化工有限公司,,山东省烟台市芝罘区二马路111-1-1101号,,,,50000000,2015
特丝丽化工有限公司,,山东省龙口市北马镇,,,,,1992
烟台市奥丰化工原料有限公司,,山东省烟台市芝罘区化工路116号,,,,5000000,2010
蓬莱嘉信染料化工股份有限公司,,山东省蓬莱市北沟化工园区嘉信路1号,,,,18000000,2010
烟台保立佳化工科技有限公司,,烟台开发区福州路41号内2号,,,,20000000,2004
蓬莱红卫化工有限公司,,蓬莱市北沟镇华盛路2号,,,,18800000,1986
烟台广达化工塑料有限公司,,山东省招远市大秦家镇政府驻地,,,,,1992
山东昊运石油化工有限公司,,山东省烟台市龙口市龙口新龙家苑东临街A-1#,,,,35555500,2015
烟台裕祥精细化工有限公司,,山东省烟台市栖霞市经济开发区三菱公司东,,,,20037365,2005
烟台广泰化工机械设备制造有限公司,,烟台高新区东泊子村,,,,35000000,2007
蓬莱海洋(山东)股份有限公司,,山东省烟台市蓬莱市经济开发区金创路168号,,,,44000000,1995
烟台龙润化工机械有限公司,,山东烟台莱州市沙河镇西孙哥庄村,,,,5000000,2014
山东龙兴集团莱州化工建材有限公司,,山东烟台莱州市沙河镇路旺烟潍路口,,,,3520000,2004
烟台鲁中石油化工有限公司,,山东省烟台市龙口市东莱街道黄城博士小区沿街楼17号,,,,33000000,2014
山东日升化工有限公司,,山东省莱阳市山前店镇山前店村北一级路南,,,,30000000,2012
烟台新康精细化工有限公司,,山东省烟台市经济技术开发区北京北路22号内6号,,,,30000000,2011
烟台市环港化工产品有限公司,,山东省烟台市海阳市海滨中路163号创新创业大厦,,,,30000000,2018
烟台恒鑫化工科技有限公司,,烟台开发区武汉大街19号,,,,19180000,2002
烟台宝誉石油化工有限公司,,烟台开发区八角街道办事处八角大街1658号,,,,30000000,2012
烟台广晖化工产品有限公司,,山东省烟台市芝罘区环山路156号-1-204号,,,,30000000,2018
烟台锦润化工有限公司,,山东烟台开发区长江路173号6层8号,,,,2000000,2014
烟台佳承化工科技有限公司,,山东省烟台市福山区群英路70号,,,,5000000,2009
烟台北洋精细化工有限公司,,山东省蓬莱市北沟镇王格庄村,,,,1000000,2005
山东文峰化工塑料有限公司,,山东省烟台市莱州市沙河镇小珍珠村,,,,5890000,2002
山东琮昌石油化工有限公司,,山东省烟台市龙口市龙港街道206国道恒通物流园内4-425,,,,30000000,2018
海阳鲁中石油化工有限公司,,山东省烟台市海阳市龙山街57号,,,,30000000,2014
烟台科达化工有限公司,,山东省招远市泉山路100号,,,,10000000,2000
烟台通世化工有限公司,,芝罘区幸福十一村,,,,20000000,2002
烟台市双双化工有限公司,,山东省烟台市海阳市徐家店镇驻地,,,,2000000,1999
烟台凯联化工有限公司,,山东省烟台市芝罘区珠玑北路219号,,,,6900000,1981
烟台新诺化工有限公司,,山东省烟台市牟平区三山路,,,,2000000,2007
山东泰茂化工科技有限公司,,山东省莱阳市经济技术开发区D区,,,,3000000,2010
烟台瑞茂通石油化工有限公司,,山东省烟台市牟平区安德利街18号,,,,30000000,2017
山东隆和通生物化工科技有限公司,,山东省烟台市海阳市凤城工业园,,,,20000000,2007
莱州市三鼎化工有限公司,,莱州经济开发区,,,,,2002
烟台天铱化工科技股份有限公司,,山东省烟台市芝罘区幸福中路252号,,,,20000000,2015
莱州市兴远化工机械有限公司,,山东省烟台市莱州市虎头崖镇西高家村,,,,500000,2015
栖霞澳通化工有限公司,,山东省栖霞市臧家庄镇龙回头村,,,,20000000,2009
烟台科立化工设备有限公司,,莱山区隆昌路17号,,,,5000000,2005
招远三联化工厂有限公司,,山东省烟台市招远市金岭镇大户陈家村,,,,10500000,1987
招远市石油化工厂有限公司,,山东省招远市罗峰街道办事处南楼里头村西,,,,9347000,1988
山东和信化工集团有限公司,,寿光市文家街道德寿街9号,,,,,2002
山东潍坊润丰化工股份有限公司,,山东省潍坊市滨海经济开发区氯碱路03001号,,,,207130000,2005
中化弘润石油化工有限公司,,潍坊高新技术产业开发区福寿东街中段,,,,793580000,1997
山东海王化工股份有限公司,,山东潍坊滨海经济技术开发区央子街道汉江西街,,,,90000000,2003
潍坊石花化工建材有限公司,,寿光市化龙镇丰城北侧,,,,100860000,2000
山东恒昌圣诚化工股份有限公司,,临朐县冶源镇宫家坡村,,,,23830000,2005
寿光宏泽化工有限公司,,寿光市老河口,,,,2200000,2003
山东庆大化工有限公司,,山东省潍坊市青州市益都街道办事处驻地,,,,53000000,2006
寿光市博宇化工股份有限公司,,寿光市渤海化工园黄海路中段,,,,7500000,2006
山东联盟化工股份有限公司,,寿光市侯镇项目区,,,,660000000,2000
山东新永辉化工有限公司,,山东省潍坊市高密市昌安大道北首东侧,,,,100050000,2006
潍坊振兴日升化工有限公司,,昌乐县朱刘街道团结路25号,,,,100000000,2004
潍坊市阳光化工股份有限公司,,山东省潍坊市青州市东夏镇刘胡同村,,,,7000000,2002
